"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","inpatient_beds_used_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","inpatient_beds_used_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","inpatient_beds_used_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18.19_7_day_sum","previous_day_admission_adult_covid_confirmed_20.29_7_day_sum","previous_day_admission_adult_covid_confirmed_30.39_7_day_sum","previous_day_admission_adult_covid_confirmed_40.49_7_day_sum","previous_day_admission_adult_covid_confirmed_50.59_7_day_sum","previous_day_admission_adult_covid_confirmed_60.69_7_day_sum","previous_day_admission_adult_covid_confirmed_70.79_7_day_sum","previous_day_admission_adult_covid_confirmed_80._7_day_sum","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18.19_7_day_sum","previous_day_admission_adult_covid_suspected_20.29_7_day_sum","previous_day_admission_adult_covid_suspected_30.39_7_day_sum","previous_day_admission_adult_covid_suspected_40.49_7_day_sum","previous_day_admission_adult_covid_suspected_50.59_7_day_sum","previous_day_admission_adult_covid_suspected_60.69_7_day_sum","previous_day_admission_adult_covid_suspected_70.79_7_day_sum","previous_day_admission_adult_covid_suspected_80._7_day_sum","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ED_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day"
"1995","200050","2022/01/07","ME","200050","NORTHERN LIGHT MAINE COAST HOSPITAL","50 UNION STREET","ELLSWORTH",4605,"Short Term",23009,"false",166,166,64,30.1,30.1,5.4,5.4,5.4,0,0,64,9,9,4.3,4.3,NA,NA,0,0,0,332,332,448,211,211,7,38,38,0,0,448,63,63,30,30,9,9,0,0,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,NA,0,0,0,NA,0,NA,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,186,0,"POINT (-68.415365 44.546848)","[C200050-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1996","201304","2022/01/07","ME","201304","MOUNT DESERT ISLAND HOSPITAL","10 WAYMAN LANE, PO BOX 8","BAR HARBOR",4609,"Critical Access Hospitals",23009,"false",25,25,25,8,8,NA,NA,NA,0,0,25,NA,NA,NA,NA,0,0,0,0,0,50,50,50,16,16,2,NA,NA,0,0,50,6,6,NA,NA,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20,0,"POINT (-68.202566 44.384335)","[C201304-A]",2,2,2,2,NA,NA,NA,NA,NA,NA
"1997","201300","2022/01/07","ME","201300","NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL","57 WATER STREET","BLUE HILL",4614,"Critical Access Hospitals",23009,"false",72,72,25,13.9,13.6,0,0,0,0,0,25,5,5,0,0,0,0,0,0,0,288,288,175,97,95,7,0,0,0,0,175,35,35,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,67,0,"POINT (-68.586231 44.411445)","[C201300-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1998","200041","2022/01/07","ME","200041","NORTHERN LIGHT INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE","WATERVILLE",4901,"Short Term",23011,"true",36,36,36,23.1,23,7.3,7,6.6,NA,NA,36,4,4,NA,NA,NA,NA,NA,NA,NA,252,252,252,162,161,7,49,46,NA,NA,252,28,28,14,14,9,9,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,182,NA,"POINT (-69.661345 44.54268)","[C200041-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"1999","200039","2022/01/07","ME","200039","MAINEGENERAL MEDICAL CENTER","35 MEDICAL CENTER PARKWAY","AUGUSTA",4330,"Short Term",23011,"true",198,198,195.4,170.1,170.1,28.1,28.1,28.1,0,0,198,16,16,13.1,13.1,6.1,6.1,0,0,NA,198,198,1368,1191,1191,7,197,197,0,0,1386,112,112,92,92,43,43,0,0,NA,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,0,33,0,NA,0,4,6,7,9,4,0,0,389,0,0,0,0,0,0,0,0,0,0,0,1130,0,"POINT (-69.782463 44.362748)","[C200039-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2000","200063","2022/01/07","ME","200063","PENOBSCOT BAY MEDICAL CENTER","6 GLEN COVE DRIVE","ROCKPORT",4856,"Short Term",23013,"false",98,89,76,49.9,48.9,5.1,5.1,4.9,0,0,85,8,8,6.6,6.6,NA,NA,NA,NA,NA,686,623,532,349,342,7,36,34,0,0,595,56,56,46,46,10,10,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,0,NA,0,0,0,NA,NA,NA,0,0,116,21,0,0,NA,0,NA,4,7,7,0,0,306,NA,"POINT (-69.085267 44.142867)","[C200063-A]",7,7,7,7,9,NA,NA,1227,60,53
"2001","201302","2022/01/07","ME","201302","LINCOLN HEALTH","35 MILES STREET","DAMARISCOTTA",4543,"Critical Access Hospitals",23015,"false",41,41,31,23.1,23.1,4.4,4.4,4.4,0,0,31,4,4,NA,NA,NA,NA,NA,NA,NA,287,287,217,162,162,7,31,31,0,0,217,28,28,27,27,21,21,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,5,0,0,0,0,0,NA,NA,0,0,0,122,7,0,0,0,0,0,NA,NA,NA,0,0,278,NA,"POINT (-69.530502 44.026703)","[C201302-A]",7,7,7,7,NA,NA,NA,880,104,48
"2002","201306","2022/01/07","ME","201306","RUMFORD  HOSPITAL","420 FRANKLIN STREET","RUMFORD",4276,"Critical Access Hospitals",23017,"false",25,25,25,19.6,18.9,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,175,175,175,137,132,7,4,4,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,186,0,"POINT (-70.55709 44.551657)","[C201306-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2003","201315","2022/01/07","ME","201315","STEPHENS MEMORIAL HOSPITAL","181 MAIN STREET","NORWAY",4268,"Critical Access Hospitals",23017,"false",40.3,40,31,19.1,18.9,5.6,5.3,5,NA,0,31.3,4,4,NA,NA,NA,NA,NA,NA,NA,282,280,217,134,132,7,37,35,NA,0,219,28,28,22,22,17,17,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,5,0,NA,0,NA,0,0,NA,NA,0,0,89,14,0,0,0,NA,4,NA,NA,NA,0,NA,276,NA,"POINT (-70.532967 44.209524)","[C201315-A]",7,7,7,7,4,0,0,577,127,68
"2004","201303","2022/01/07","ME","201303","PENOBSCOT VALLEY HOSPITAL","7 TRANSALPINE ROAD, PO BOX 368","LINCOLN",4457,"Critical Access Hospitals",23019,"true",16,16,12,6.9,6.9,NA,NA,NA,0,0,12,0,0,NA,NA,0,0,0,0,0,16,16,84,48,48,7,18,18,0,0,84,0,0,NA,NA,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,NA,39,0,0,0,0,0,0,0,0,0,0,0,102,0,"POINT (-68.516258 45.348733)","[C201303-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2005","201307","2022/01/07","ME","201307","MILLINOCKET REGIONAL HOSPITAL","200 SOMERSET STREET","MILLINOCKET",4462,"Critical Access Hospitals",23019,"true",25,25,25,11.6,11.6,NA,NA,NA,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,0,125,125,175,81,81,7,13,13,0,0,175,21,21,21,21,4,4,7,5,0,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,NA,0,0,0,0,0,0,NA,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,98,0,"POINT (-68.715096 45.652802)","[C201307-A]",7,7,7,7,0,0,232,232,0,0
"2006","200001","2022/01/07","ME","200001","ST JOSEPH HOSPITAL","360 BROADWAY","BANGOR",4401,"Short Term",23019,"true",96,96,80,72,72,11.4,11.4,11.4,0,0,80,7,7,6,6,NA,NA,0,0,0,288,288,560,504,504,7,80,80,0,0,560,49,49,42,42,21,21,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,12,0,0,0,NA,NA,NA,NA,NA,0,0,48,0,0,0,0,0,0,0,0,0,0,0,413,0,"POINT (-68.77126 44.81453)","[C200001-A]",7,7,7,7,0,51,NA,1557,0,0
"2007","200033","2022/01/07","ME","200033","EASTERN MAINE MEDICAL CENTER","PO BOX 404","BANGOR",4401,"Short Term",23019,"true",360.8,338.8,336.1,343.7,323.1,51.9,51.1,50.6,NA,NA,358,87.3,65.4,81.1,60.6,16.7,16.6,0,0,0,1443,1355,2353,2406,2262,7,358,354,5,5,2506,611,458,568,424,117,116,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,1,45,0,NA,NA,5,11,8,9,7,0,NA,55,NA,0,0,NA,0,0,0,0,0,0,0,605,0,"","[C200033-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2008","201309","2022/01/07","ME","201309","NORTHERN LIGHT MAYO HOSPITAL","897 WEST MAIN STREET","DOVER FOXCROFT",4426,"Critical Access Hospitals",23021,"false",27.1,27.1,25,15,14.7,NA,NA,NA,0,0,25,NA,NA,0,0,0,0,0,0,0,190,190,175,105,103,7,11,11,0,0,175,14,14,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,161,0,"POINT (-69.237824 45.186557)","[C201309-A]",7,7,7,7,4,8,0,402,0,0
"2009","201301","2022/01/07","ME","201301","CHARLES A DEAN MEMORIAL HOSPITAL","PO BOX 1129","GREENVILLE",4441,"Critical Access Hospitals",23021,"false",25,25,25,14.3,14.3,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,175,175,175,100,100,7,NA,NA,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,0,0,NA,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,32,0,"","[C201301-A]",7,7,7,7,0,0,0,0,0,0
"2010","201313","2022/01/07","ME","201313","SEBASTICOOK VALLEY HEALTH","447 NORTH MAIN STREET","PITTSFIELD",4967,"Critical Access Hospitals",23025,"false",25,25,25,17.6,17.6,NA,NA,NA,0,0,25,NA,NA,NA,NA,NA,NA,0,0,0,75,75,175,123,123,7,24,24,0,0,175,19,19,20,20,9,9,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,2,NA,0,0,0,0,NA,NA,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,188,0,"POINT (-69.371269 44.790826)","[C201313-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2011","201314","2022/01/07","ME","201314","REDINGTON FAIRVIEW GENERAL HOSPITAL","46 FAIRVIEW AVE   PO BOX 468","SKOWHEGAN",4976,"Critical Access Hospitals",23025,"false",52,52,28.6,19.7,19.7,6.3,5.7,5.7,NA,0,28.6,4,4,NA,NA,NA,NA,0,0,0,156,156,200,138,138,7,40,40,4,0,200,28,28,18,18,7,7,0,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,9,0,NA,NA,0,NA,0,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,326,0,"POINT (-69.71421 44.758976)","[C201314-A]",7,7,7,7,13,7,NA,782,22,25
"2012","201312","2022/01/07","ME","201312","WALDO COUNTY GENERAL HOSPITAL","118 NORTHPORT AVE","BELFAST",4915,"Critical Access Hospitals",23027,"false",51,51,36,25.3,25.3,NA,NA,NA,0,0,36,4,4,NA,NA,NA,NA,NA,NA,NA,357,357,252,177,177,7,21,21,0,0,252,28,28,25,25,7,7,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,0,0,0,NA,NA,NA,0,0,187,NA,"POINT (-68.995014 44.412603)","[C201312-A]",7,7,7,7,NA,NA,4,651,36,34
"2013","201305","2022/01/07","ME","201305","CALAIS COMMUNITY HOSPITAL","24 HOSPITAL LANE","CALAIS",4619,"Critical Access Hospitals",23029,"false",8,8,7.9,4,4,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,40,40,55,28,28,7,0,0,0,0,55,0,0,0,0,0,0,0,0,0,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,114,0,"POINT (-67.27052 45.180639)","[C201305-A]",7,7,7,7,NA,NA,190,189,0,0
"2014","201311","2022/01/07","ME","201311","DOWN EAST COMMUNITY HOSPITAL","11 HOSPITAL DRIVE","MACHIAS",4654,"Critical Access Hospitals",23029,"false",25,25,25,9.1,9,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,100,100,175,64,63,7,17,4,0,0,175,0,0,0,0,0,0,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,NA,0,0,0,NA,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,137,0,"POINT (-67.476792 44.713903)","[C201311-A]",7,7,7,7,0,12,360,360,0,0
"2015","200020","2022/01/07","ME","200020","YORK HOSPITAL","15 HOSPITAL DRIVE","YORK",3909,"Short Term",23031,"true",61,61,48,29.1,29.1,5.1,5.1,4.3,0,0,48,5,5,NA,NA,NA,NA,0,0,0,61,61,336,204,204,7,36,30,0,0,336,35,35,20,20,9,8,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,0,0,0,0,NA,0,NA,NA,0,0,131,NA,0,0,0,0,0,0,0,NA,0,0,473,0,"POINT (-70.651174 43.142844)","[C200020-A]",7,7,7,7,0,0,0,1455,0,0
"2016","200019","2022/01/07","ME","200019","SOUTHERN MAINE HEALTH CARE","1 MEDICAL CENTER DRIVE","BIDDEFORD",4005,"Short Term",23031,"true",239.3,229.3,185.3,131.6,131.3,38.3,38.3,38.1,0,0,195.3,11,11,9.9,9.9,4.7,4.7,NA,NA,NA,1675,1605,1297,921,919,7,268,267,0,0,1367,77,77,69,69,33,33,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,12,0,NA,NA,0,NA,NA,NA,NA,0,0,212,15,0,0,NA,NA,NA,4,5,NA,0,0,867,NA,"POINT (-70.492174 43.478436)","[C200019-A]",7,7,7,7,9,NA,6,1859,125,143
"2017","210027","2022/01/07","MD","210027","U P M C WESTERN MARYLAND","12500 WILLOWBROOK ROAD","CUMBERLAND",21502,"Short Term",24001,"true",192.5,192.5,165,182.4,182.4,47.9,47.9,45.6,0,0,165,28,28,16.3,16.3,7.7,7.7,0,0,0,770,770,1155,1277,1277,7,335,319,0,0,1155,196,196,114,114,54,54,0,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,41,0,0,NA,NA,12,8,7,10,NA,0,7,0,0,0,0,0,0,0,0,0,0,0,635,0,"POINT (-78.731528 39.648265)","[C210027-A]",7,7,7,7,NA,841,1864,1601,0,10
"2018","210043","2022/01/07","MD","210043","UMD BALTIMORE WASHINGTON  MEDICAL CENTER","301 HOSPITAL DRIVE","GLEN BURNIE",21061,"Short Term",24003,"true",293,281,249.7,328.1,314.1,143.3,141.9,130.1,NA,NA,262.6,31.7,31.7,42.9,42.9,27.1,25.7,NA,0,NA,1172,1124,1748,2297,2199,7,993,911,10,8,1838,222,222,300,300,190,180,4,0,NA,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,81,0,NA,0,10,13,23,24,10,0,NA,379,0,0,0,0,0,0,0,0,0,0,0,1355,4,"POINT (-76.622298 39.1388)","[C210043-A]",7,7,7,7,0,0,0,NA,0,0
"2019","210023","2022/01/07","MD","210023","LUMINIS HEALTH ANNE ARUNDEL MEDICAL CENTER, INC","2001 MEDICAL PARKWAY","ANNAPOLIS",21401,"Short Term",24003,"true",424.3,417.1,349.7,404.1,391.4,139.3,138.4,138.4,NA,NA,359.7,38,38,32.1,32.1,16.6,16.6,0,0,0,2970,2920,2448,2829,2740,7,969,969,6,6,2518,266,266,225,225,116,116,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,142,0,12,26,10,19,21,32,22,0,NA,337,137,NA,19,37,13,4,27,18,18,0,NA,1547,0,"POINT (-76.536256 38.989388)","[C210023-A]",7,7,7,7,NA,193,5300,5300,9,0
"2020","210044","2022/01/07","MD","210044","GREATER BALTIMORE MEDICAL CENTER","6701 NORTH  CHARLES STREET","BALTIMORE",21204,"Short Term",24005,"true",371,357,215,194.3,192,100.4,99.1,97.6,NA,NA,229,24,24,15.3,15.3,15.6,15.6,NA,0,0,2597,2499,1505,1360,1344,7,694,683,9,9,1603,168,168,107,107,109,109,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,130,0,28,25,8,20,17,14,18,0,4,582,5,0,0,0,NA,NA,0,NA,0,0,0,952,NA,"POINT (-76.628097 39.39347)","[C210044-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2021","210063","2022/01/07","MD","210063","UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER","7601 OSLER DRIVE","TOWSON",21204,"Short Term",24005,"true",167.3,161.6,142.1,129.6,126,68.9,65.9,60.1,NA,NA,147,17.1,17.1,16.3,16.3,9,8.1,0,0,0,1171,1131,995,907,882,7,461,421,21,7,1029,120,120,114,114,63,57,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,60,NA,NA,8,NA,13,20,8,12,0,NA,39,23,0,NA,NA,0,6,5,5,14,0,4,589,0,"POINT (-76.613278 39.388228)","[C210063-A]",7,7,7,7,NA,437,0,NA,0,46
"2022","210015","2022/01/07","MD","210015","MEDSTAR FRANKLIN SQUARE MEDICAL CENTER","9000 FRANKLIN SQUARE DRIVE","ROSEDALE",21237,"Short Term",24005,"true",547,471,382.1,407.7,376.4,204.6,202.6,187.1,NA,0,403.9,64,42,53,35.3,26.9,26,NA,NA,NA,3829,3297,2675,2854,2635,7,1418,1310,14,0,2827,448,294,371,247,188,182,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,188,NA,5,24,18,24,40,46,29,0,0,618,107,NA,16,11,7,8,24,18,22,0,4,1041,NA,"POINT (-76.481014 39.350323)","[C210015-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2023","210040","2022/01/07","MD","210040","NORTHWEST HOSPITAL CENTER","5401 OLD COURT ROAD","RANDALLSTOWN",21133,"Short Term",24005,"true",193.4,193.4,144.4,141.1,141.1,79,79,78.6,0,0,144.4,25.9,25.9,23.3,23.3,9.3,9.3,NA,NA,NA,1354,1354,1011,988,988,7,553,550,0,0,1011,181,181,163,163,65,65,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,52,NA,NA,6,NA,6,11,11,12,0,0,0,11,0,NA,0,NA,0,0,NA,5,0,0,689,NA,"POINT (-76.783002 39.359188)","[C210040-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2024","210039","2022/01/07","MD","210039","CALVERTHEALTH MEDICAL CENTER","100 HOSPITAL ROAD","PRINCE FREDERICK",20678,"Short Term",24009,"true",91.5,91.5,77.7,73,73,29.9,29.7,28.7,NA,0,77.7,14,14,13.4,13.4,9.1,9.1,0,0,0,183,183,544,511,511,7,208,201,NA,0,544,98,98,94,94,64,64,0,0,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,30,0,NA,NA,NA,4,5,10,8,0,0,265,NA,0,0,0,0,NA,0,0,0,0,NA,607,0,"POINT (-76.595521 38.559984)","[C210039-A]",7,7,7,7,0,0,14,1106,0,0
"2025","210033","2022/01/07","MD","210033","CARROLL HOSPITAL CENTER","200 MEMORIAL AVENUE","WESTMINSTER",21157,"Short Term",24013,"true",221.6,214.6,177.6,176.1,173.4,61.4,61.4,61,0,0,184.6,14.1,14.1,14.1,14.1,12.1,12.1,NA,NA,NA,1551,1502,1243,1233,1214,7,430,427,0,0,1292,99,99,99,99,85,85,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,66,0,NA,6,4,12,19,9,14,0,0,0,10,0,0,NA,0,NA,NA,NA,4,0,0,645,NA,"POINT (-76.989101 39.557263)","[C210033-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2026","210032","2022/01/07","MD","210032","UNION HOSPITAL OF CECIL COUNTY","106 BOW STREET","ELKTON",21921,"Short Term",24015,"true",120.6,120.6,97.3,85.9,85.9,44.4,44.4,44.3,0,0,97.3,10.7,10.7,8.3,8.3,4.1,4.1,0,0,0,844,844,681,601,601,7,311,310,0,0,681,75,75,58,58,29,29,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,22,0,0,0,NA,7,6,6,NA,0,0,148,62,NA,NA,NA,NA,13,16,16,9,0,0,667,0,"POINT (-75.831076 39.60836)","[C210032-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"2027","210035","2022/01/07","MD","210035","UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER","5 GARRETT AVENUE","LA PLATA",20646,"Short Term",24017,"true",159.1,159.1,137.1,118.1,118.1,59.1,59.1,59.1,0,0,137.1,9,9,9.7,9.7,8.6,8.6,0,0,0,1114,1114,960,827,827,7,414,414,0,0,960,63,63,68,68,60,60,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30,0,4,4,NA,6,16,9,11,0,0,140,NA,0,0,0,0,0,NA,0,0,0,0,838,0,"POINT (-76.970986 38.529462)","[C210035-A]",7,7,7,7,0,0,0,0,0,0
"2028","210005","2022/01/07","MD","210005","FREDERICK HEALTH HOSPITAL","400 WEST SEVENTH ST","FREDERICK",21701,"Short Term",24021,"true",351,262,220,242.3,206.1,104.9,104.9,104.9,0,0,300,17.6,17.6,17.6,17.6,15.6,15.6,0,0,0,2457,1834,1540,1696,1443,7,734,734,0,0,2100,123,123,123,123,109,109,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,102,NA,10,14,10,12,17,17,21,0,0,337,0,0,0,0,0,0,0,0,0,0,0,884,0,"POINT (-77.414175 39.423781)","[C210005-A]",7,7,7,7,0,61,394,3831,20,5
"2029","210017","2022/01/07","MD","210017","GARRETT COUNTY MEMORIAL HOSPITAL","251 NORTH  FOURTH STREET","OAKLAND",21550,"Short Term",24023,"false",36,36,35.4,27,26.9,8,8,8,0,0,36,4,4,NA,NA,NA,NA,NA,0,0,108,108,248,189,188,7,56,56,0,0,252,28,28,19,19,8,8,NA,0,0,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,6,0,NA,0,0,NA,NA,NA,NA,0,0,26,0,0,0,0,0,0,0,0,0,0,0,206,NA,"POINT (-79.40239 39.413732)","[C210017-A]",7,7,7,7,9,10,21,501,0,0
